X,Y,OBJECTID,FOLIO,ID,NAME,GSRATING,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE
-8930049.467,2990945.405,348,3.42111E+12,4881,Scott Lake Elementary,4, ,1160 NW 175TH ST, ,Miami Gardens,33169,305-624-1443,E,PK-5,848,452,N,25.93429,-80.22,912506.2498,582571.3119,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8941556.8,2970528.621,349,3.04003E+12,4921,Seminole Elementary,8, ,121 SW 78TH PL, ,Miami-Dade,33144,305-261-7071,E,PK-5,850,560,C,25.76924,-80.32337,878842.0149,522391.7938,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:38:15+00
-8927686.47,2976923.871,350,1.3124E+11,4961,Shadowlawn Elementary,4, ,149 NW 49TH ST, ,Miami,33127,305-758-3673,E,PK-5,420,239,C,25.82096,-80.19877,919734.0221,541422.076,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:38:56+00
-8930960.031,2969731.27,351,1.411E+11,5001,Shenandoah Elementary,5, ,1023 SW 21ST AVE, ,Miami,33135,305-643-4433,E,PK-5,968,969,C,25.76279,-80.22818,910184.1021,520219.4031,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:39:40+00
-8930829.64,2968673.007,273,1.411E+11,6841,Shenandoah Middle,4, ,1950 SW 19TH ST, ,Miami,33145,305-856-8282,M,8-Jun,1193,1180,C,25.75423,-80.227,910587.8597,517109.7145,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:40:56+00
-8931776.677,2967341.664,292,1.4115E+11,5041,Silver Bluff Elementary,7, ,2609 SW 25TH AVE, ,Miami,33133,305-856-5197,E,PK-5,518,544,C,25.74345,-80.23552,907810.3611,513178.1121,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:41:33+00
-8945398.517,2963075.53,64,3.04029E+12,5121,Snapper Creek Elementary,7, ,10151 SW 64TH ST, ,Miami-Dade,33173,305-271-2111,E,PK-5,686,471,S,25.70893,-80.35788,867591.1249,500415.143,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:45:58+00
-8961929.952,2936793.926,352,3.07802E+12,5003,South Dade Middle,4, ,29100 SW 194TH AVE, ,Miami-Dade,33030,305-224-5200,M,8-Apr,1477,1122,S,25.49602,-80.50638,818981.8285,422823.817,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:47:31+00
-8956820.382,2937453.739,121,3.07905E+12,7701,South Dade Senior High,3, ,28401 SW 167TH AVE, ,Miami-Dade,33030,305-247-4244,S,12-Sep,3302,3102,S,25.50137,-80.46048,834113.9586,424826.9327,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:48:34+00
-8954246.515,2937760.238,299,3.07904E+12,8981,South Dade Skill Center,,Skills Center Campus,28300 SW 152ND AVE, ,Miami-Dade,33033,305-247-7839,O, ,0,0,AC,25.50385,-80.43736,841736.3743,425761.6869,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8958465.888,2934507.937,95,1.07907E+12,7702,South Dade Technical College,,Main Campus,109 NE 8TH ST, ,Homestead,33030,305-248-5723,O, ,0,0,AC,25.47748,-80.47527,829272.633,416126.0099,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:49:40+00
-8936352.675,2977638.183,67,4.3118E+11,5201,South Hialeah Elementary,7, ,265 E 5TH ST, ,Hialeah,33010,305-885-4556,E,PK-5,1274,1000,C,25.82674,-80.27662,894112.6343,543373.0251,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:51:06+00
-8948927.245,2948429.398,69,3.06901E+12,5281,South Miami Heights Elementary,7, ,12231 SW 190TH TER, ,Miami-Dade,33177,305-238-6610,E,PK-5,732,675,S,25.59033,-80.38958,857352.4349,457259.1414,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:51:47+00
-8939614.06,2963698.925,68,9.4026E+11,5241,South Miami K-8 Center,8, ,6800 SW 60TH ST, ,South Miami,33143,305-667-8847,E,PK-8,986,852,C,25.71397,-80.30592,884691.1982,502335.5521,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:52:58+00
-8939345.645,2963757.188,171,9.4026E+11,6881,South Miami Middle,8, ,6750 SW 60TH ST, ,South Miami,33143,305-661-3481,M,8-Jun,800,957,C,25.71445,-80.30351,885484.2017,502511.1243,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:53:19+00
-8939544.374,2964535.316,96,3.04023E+12,7721,South Miami Senior High,3, ,6856 SW 53RD ST, ,Miami-Dade,33155,305-666-5871,S,12-Sep,2454,2234,C,25.72074,-80.30529,884884.366,504796.9534,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 12:54:34+00
-8921060.521,2971023.936,61,2.4203E+11,5091,South Pointe Elementary,7, ,1050 4TH ST, ,Miami Beach,33139,305-531-5437,E,PK-5,452,541,N,25.77324,-80.13925,939428.2284,524201.6475,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:01:15+00
-8948981.514,2949518.357,400,3.05936E+12,9575,South Region Office,, ,18180 SW 122ND AVE, ,Miami-Dade,33177,305-252-3041,A, ,0,0, ,25.59915,-80.39007,857177.0096,460464.8771,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 11:58:25+00
-8941580.793,2960223.698,399,3.05003E+12,9575,South Region Office Annex,, ,9040 SW 79TH AVE, ,Miami-Dade,33156,305-595-7022,A, ,0,0, ,25.68584,-80.32359,878926.4227,492081.2335,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:02:25+00
-8927205.071,2969619.486,70,1.02081E+11,5321,Southside Elementary,8, ,45 SW 13TH ST, ,Miami,33130,305-371-3311,E,PK-5,884,747,C,25.76188,-80.19444,921288.0003,519957.1245,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8943202.098,2964696,99,3.04021E+12,7742,Southwest Miami Adult Center,, ,8855 SW 50TH TER, ,Miami-Dade,33165,305-274-0181,O, ,0,0, ,25.72204,-80.33815,874063.9528,505214.0204,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:05:12+00
-8943202.098,2964696,98,3.04021E+12,7741,Southwest Miami Senior High,5, ,8855 SW 50TH TER, ,Miami-Dade,33165,305-274-0181,S,12-Sep,2851,2985,S,25.72204,-80.33815,874063.9528,505214.0204,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:05:22+00
-8941412.397,2952033.503,170,3.05027E+12,6861,Southwood Middle,7, ,16301 SW 80TH AVE, ,Palmetto Bay,33157,305-251-5361,M,8-Jun,1690,1525,S,25.61952,-80.32207,879548.0924,467978.7974,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:06:00+00
-8942484.753,2992770.705,82,3.02003E+12,2191,Spanish Lake Elementary,7, ,7940 NW 194TH St, ,Miami-Dade,33015,305-816-0300,E,PK-5,1637,1629,N,25.94904,-80.3317,875766.158,587727.632,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:06:48+00
-8939299.485,2978440.556,71,5.3013E+11,5361,Springview Elementary,9, ,1122 BLUEBIRD AVE, ,Miami Springs,33166,305-885-6466,E,PK-5,510,434,C,25.83323,-80.30309,885392.3875,545684.0493,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:07:31+00
-8939914.164,2970474.284,328,1.4002E+11,9181,Stores And Distribution Complex,, ,7001 SW 4 STREET, ,Miami,33144,786-275-0602,A, ,0,0, ,25.7688,-80.30861,883699.126,522257.2305,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8935898.527,2975706.83,304,5.312E+11,9028,Student Services & Attendance,, ,489 EAST DR, ,Miami Springs,33166,305-883-5323,A, ,0,0, ,25.81112,-80.27255,895486.0221,537703.941,,1970/01/01 00:00:00+00,ABREUI,2016/11/15 13:53:22+00
-8936245.499,2962513.384,355,3.04131E+12,5401,Sunset Elementary,10, ,5120 SW 72ND ST, ,Miami-Dade,33143,305-661-8527,E,PK-5,1258,1155,C,25.70438,-80.27566,894673.7495,498901.4447,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:14:01+00
-8945411.556,2960911.268,356,3.04032E+12,5421,Sunset Park Elementary,7, ,10235 SW 84TH ST, ,Miami-Dade,33173,305-279-3222,E,PK-5,704,623,S,25.69141,-80.358,867583.4974,494047.7297,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:14:37+00
-8946452.726,2970050.059,357,2.54005E+12,5431,Sweetwater Elementary,7, ,10655 SW 4TH ST, ,Sweetwater,33174,305-559-1101,E,PK-5,971,676,C,25.76537,-80.36735,864374.5564,520912.7563,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:15:43+00
-8938119.521,2969029.348,358,1.54012E+12,5441,Sylvania Heights Elementary,8, ,5901 SW 16TH ST, ,West Miami,33155,305-266-3511,E,PK-5,826,460,C,25.75711,-80.29249,889027.6265,518036.5835,,1970/01/01 00:00:00+00,ABREUI,2016/12/28 13:23:29+00
-8932467.415,2978385.794,4,3.03116E+12,8016,TAP - Teenage Parent Program,, ,6300 NW 27 AVE,ROOM 92,Miami-Dade,33142,305-636-7356,S,P,0,93,AC,25.83278,-80.24172,905580.8537,545634.8307,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 07:45:56+00
-8946776.577,2961059.92,262,3.04031E+12,7029,Terra Environmental Research Institute Senior High,10, ,11005 SW 84TH ST, ,Miami-Dade,33173,305-412-5800,S,12-Sep,1647,1836,S,25.69261,-80.37026,863543.2749,494465.6602,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 07:57:34+00
-8928924.098,2978717.01,283,1.3114E+11,2531,Thena C. Crowder Early Childhood Diagnostic SP ED,, ,757 NW 66TH ST, ,Miami,33150,305-836-0012,SPC,PK,268,16,AC,25.83546,-80.20989,916044.9787,546669.8525,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:09:31+00
-8928727.065,2987925.555,19,3.02124E+12,6281,Thomas Jefferson Middle,3, ,525 NW 147TH ST, ,Miami-Dade,33168,305-681-7481,M,8-Jun,594,356,N,25.90989,-80.20812,916464.0001,573726.5622,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8927142.794,2977974.665,175,1.31131E+11,3051,Toussaint L'ouverture Elementary,4, ,120 NE 59TH ST, ,Miami,33137,305-758-2600,E,PK-5,744,439,C,25.82946,-80.19389,921321.7403,544520.1819,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:10:55+00
-8947967.265,2952630.782,279,3.0503E+12,9230,Transportation Center Administrative Offices,,Main Office,15401 SW 117 AVENUE, ,Miami-Dade,33177,305-234-3365,A, ,0,0, ,25.62436,-80.38095,860136.9648,469642.154,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:19:36+00
-8939990.831,2970288.325,330,1.4002E+11,9231,Transportation Center Central East,,Central East,7011 SW 4 STREET, ,Miami,33144,305-227-1995,A, ,0,0, ,25.76729,-80.3093,883475.3331,521709.2568,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:31:32+00
-8952137.666,2971025.084,314,3.03953E+12,9237,Transportation Center Central West,,Central West,13775 NW 6 STREET, ,Miami-Dade,33182,305-227-1995,A, ,0,0, ,25.77325,-80.41842,847554.6165,523702.1866,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:31:34+00
-8932709.955,2984981.021,323,3.02128E+12,9239,Transportation Center John H Schee,,John H Schee,2755 NW 122 STREET, ,Miami-Dade,33167,305-681-1576,A, ,0,0, ,25.8861,-80.2439,904752.6451,565008.4417,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:38:10+00
-8935482.607,2989189.213,317,3.42117E+12,9232,Transportation Center North,,North,16150 NW 42 AVENUE, ,Miami Gardens,33054,305-625-9086,A, ,0,0, ,25.9201,-80.2688,896494.6744,577321.7771,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:18:40+00
-8932360.524,2977940.532,324,3.03115E+12,9234,Transportation Center Northeast,,Northeast,5901 NW 27 AVENUE, ,Miami-Dade,33142,305-633-6909 ,A, ,0,0, ,25.82918,-80.24076,905904.2567,544328.1002,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:32:23+00
-8943108.098,2982151.232,313,2.23003E+12,9236,Transportation Center Northwest,,Northwest,9900 NW South River Drive, ,Medley,33166,305-887-2383,A, ,0,0, ,25.86323,-80.3373,874083.7086,556529.2533,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:32:24+00
-8958856.706,2930076.266,275,1.67825E+12,9233,Transportation Center South,,South,660 SW 3 AVENUE, ,Florida City,33034,305-248-3380,A, ,0,0, ,25.44154,-80.47878,828165.5205,403057.9151,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:18:51+00
-8947941.526,2952569.103,278,3.0503E+12,9235,Transportation Center Southwest,,Southwest,15501 SW 117 AVENUE, ,Miami-Dade,33177,305-234-0046,A, ,0,0, ,25.62386,-80.38072,860213.9983,469460.9393,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:18:55+00
-8947872.949,2952234.084,276,3.0503E+12,9292,Transportation Center Vehicle Maintenance Office,,Center,11601 SW 160 STREET, ,Miami-Dade,33177,305-234-0849,A, ,0,0, ,25.62115,-80.38011,860421.5989,468475.636,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:37:47+00
-8955625.447,2941862.798,331,3.0692E+12,9292,Transportation Redland Vehicle Maintenance,,Redland,24600 SW 159th Ave, ,Miami-Dade,33031,(305) 248-4925,A, ,0,0, ,25.53711,-80.44975,837600.7367,437832.0085,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:44:19+00
-8921887.827,2980095.551,359,2.33209E+12,5481,Treasure Island Elementary,7, ,7540 E Treasure Dr, ,North Bay Village,33141,305-865-3141,E,PK-5,915,508,N,25.84661,-80.14668,936809.4904,550850.8387,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:47:52+00
-8945976.374,2965103.035,222,3.0402E+12,5521,Tropical Elementary,6, ,4545 SW 104TH AVE, ,Miami-Dade,33165,305-221-0284,E,PK-5,802,324,S,25.72534,-80.36307,865853.1299,506370.917,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:49:41+00
-8938358.889,2984616.217,224,4.2036E+11,5601,Twin Lakes Elementary,7, ,6735 W 5TH PL, ,Hialeah,33012,305-822-0770,E,PK-5,668,475,N,25.88315,-80.29464,888074.2392,563843.9249,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:54:48+00
-8929577.522,2982953.854,244,3.02135E+12,401,Van E. Blanton Elementary,4, ,10327 NW 11TH AVE, ,Miami-Dade,33150,305-696-9241,E,PK-5,616,535,C,25.86971,-80.21576,914039.9393,559107.5183,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:55:20+00
-8949231.868,2966581.807,225,3.04913E+12,5641,Village Green Elementary,7, ,12265 SW 34TH ST, ,Miami-Dade,33175,305-226-0441,E,PK-5,470,332,S,25.7373,-80.39231,856205.1276,510674.9103,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 08:55:56+00
-8942452.085,2957051.798,226,3.0501E+12,5671,Vineland K-8 Center,9, ,8455 SW 119TH ST, ,Miami-Dade,33156,305-238-7931,E,PK-8,879,928,S,25.66016,-80.33142,876395.9375,482734.3121,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8922781.284,2994841.309,206,3.01233E+12,2441,Virginia A. Boone/Highland Oaks Elementary,7, ,20500 NE 24TH AVE, ,Miami-Dade,33180,305-931-1770,E,PK-5,774,688,N,25.96576,-80.15471,933890.5615,594142.6695,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:01:03+00
-8950709.518,2967506.883,172,3.04911E+12,6901,W. R. Thomas Middle,6, ,13001 SW 26TH ST, ,Miami-Dade,33175,305-995-3800,M,8-Jun,899,1198,S,25.74479,-80.40559,851823.2332,513375.6289,,1970/01/01 00:00:00+00,ABREUI,2016/11/15 13:47:32+00
-8924869.159,2985623.102,376,6.2229E+11,561,W.J. Bryan Elementary,3, ,1201 NE 125TH ST, ,North Miami,33161,305-891-0602,E,PK-5,872,718,N,25.89129,-80.17347,927898.8124,567034.1751,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:03:30+00
-8949634.874,2968314.998,178,3.04912E+12,3111,Wesley Matthews Elementary,9, ,12345 SW 18TH TER, ,Miami-Dade,33175,305-222-8150,E,PK-5,711,466,S,25.75133,-80.39594,854990.0328,515766.5747,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:06:55+00
-8944311.097,2984454.347,204,2.72033E+12,2371,West Hialeah Gardens Elementary,6, ,11990 NW 92ND AVE, ,Hialeah Gardens,33018,305-818-4000,E,PK-5,1241,1255,N,25.88184,-80.34812,870496.4014,563277.5236,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:11:57+00
-8960700.649,2932841.523,246,1.07814E+12,5791,West Homestead K-8 Center,4, ,1550 SW 6TH ST, ,Homestead,33030,305-248-0812,E,PK-6,729,764,S,25.46397,-80.49534,822668.472,411188.6725,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:12:38+00
-8945104.707,2986647.667,440,4.2021E+11,3001,West Lakes Preparatory Academy,8, ,13835 NW 97th Ave, ,Hialeah,33018,305-826-1989,E,PK-5,626,303,N,25.89957,-80.35524,868120.7493,569708.4668,ABREUI,2018/05/31 09:33:56+00,T0140179,2018/09/27 16:04:33+00
-8940972.567,2967966.399,174,3.04011E+12,6961,West Miami Middle,3, ,7525 SW 24TH ST, ,Miami-Dade,33155,305-261-8383,M,8-Jun,1192,801,C,25.74851,-80.31812,880608.2042,514866.2995,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:13:49+00
-8941063.893,2981495.153,266,4.3002E+11,7049,Westland Hialeah Senior High,4, ,4000 W 18TH AVE, ,Hialeah,33012,305-818-3000,S,12-Sep,1749,2055,N,25.85792,-80.31894,880132.3942,554632.5265,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:15:03+00
-8942937.147,2948512.586,250,3.06004E+12,5951,Whispering Pines Elementary,8, ,18929 SW 89TH RD, ,Cutler Bay,33157,305-238-7382,E,PK-5,724,612,S,25.591,-80.33577,875086.6424,457589.3141,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:16:56+00
-8951997.771,2939132.774,384,3.06934E+12,771,William A. Chapman Elementary,9, ,27190 SW 140TH AVE, ,Miami-Dade,33032,305-245-1055,E,PK-5,702,475,S,25.51498,-80.41716,848381.4497,429834.6599,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:17:29+00
-8931073.399,2982752.696,119,3.03103E+12,7602,William H. Turner Technical Adult Education,, ,10151 NW 19TH AVE, ,Miami-Dade,33147,305-691-8324,O, ,0,0, ,25.86809,-80.22919,909624.6853,558490.3663,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:23:46+00
-8931083.969,2982639.294,118,3.03103E+12,7601,William H. Turner Technical Arts High School,5, ,10151 NW 19TH AVE, ,Miami-Dade,33147,305-691-8324,S,12-Sep,1833,1478,C,25.86717,-80.2293,909595.416,558157.0142,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:24:17+00
-8947843.536,2957905.589,211,3.05007E+12,2891,William Lehman Elementary,10, ,10990 SW 113TH PL, ,Miami-Dade,33176,305-273-2140,E,PK-5,935,635,S,25.66708,-80.37984,860430.4639,485169.2045,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:42:22+00
-8950794.908,2961439.092,251,3.04935E+12,5961,Winston Park K-8 Center,8, ,13200 SW 79TH ST, ,Miami-Dade,33183,305-386-7622,E,PK-8,1147,1347,S,25.69568,-80.40637,851650.9959,495526.206,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:42:58+00
-8927716.757,2974980.169,269,1.3125E+11,7056,Young Men's Preparatory Academy Senior High,4, ,3001 NW 2ND AVE, ,Miami,33127,305-571-1111,S,12-Jun,486,246,C,25.80524,-80.19904,919679.2978,535708.4136,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:43:39+00
-8929377.504,2970916.543,268,1.4102E+11,7055,Young Women's Preparatory Academy,9, ,1150 SW 1ST ST, ,Miami,33130,305-575-1200,S,12-Jun,447,403,C,25.77238,-80.21396,914842.1965,523732.2308,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:44:11+00
-8950894.106,2967785.256,280,3.04911E+12,2511,Zora Neale Hurston Elementary,8, ,13137 SW 26TH ST, ,Miami-Dade,33175,305-222-8152,E,PK-5,1039,657,S,25.74704,-80.40726,851273.7359,514191.8273,,1970/01/01 00:00:00+00,ABREUI,2016/12/29 09:44:44+00
